Car Model,Mileage,Sell Price($),Age(yrs)
Mercedez Benz C class,109439,10000,7
BMW X5,17276,41509,2
Mercedez Benz C class,68325,22196,5
Audi A5,58004,20378,4
Mercedez Benz C class,168693,10000,10
BMW X5,117024,12924,7
Mercedez Benz C class,44954,23620,4
Mercedez Benz C class,52302,31958,4
Mercedez Benz C class,129509,10000,8
BMW X5,49227,27896,3
BMW X5,34722,20989,3
BMW X5,53389,23037,4
Audi A5,89669,23948,5
BMW X5,88328,10000,6
BMW X5,113826,10000,7
Mercedez Benz C class,60434,14960,4
Audi A5,155192,10000,10
BMW X5,51798,10000,5
Mercedez Benz C class,115548,10000,9
Audi A5,33199,29101,4
Audi A5,15854,45601,1
BMW X5,64594,13101,4
BMW X5,81058,10000,9
BMW X5,86371,10000,5
Audi A5,68257,10000,6
BMW X5,32315,26664,4
BMW X5,116445,10000,9
Mercedez Benz C class,51369,10000,6
BMW X5,12319,36418,1
Audi A5,109219,10000,10
BMW X5,94441,15895,6
Audi A5,52891,24830,6
BMW X5,39061,17364,4
Mercedez Benz C class,15443,30105,1
BMW X5,57082,17909,4
Mercedez Benz C class,34569,23802,4
Mercedez Benz C class,87715,14836,5
Audi A5,61715,10980,7
BMW X5,62741,15641,6
Audi A5,101474,10000,7
BMW X5,9065,45772,1
BMW X5,25254,36732,3
BMW X5,16049,26011,2
Audi A5,101635,10000,7
Mercedez Benz C class,8461,42657,1
BMW X5,33669,24869,2
Mercedez Benz C class,8458,34195,1
Audi A5,102719,10000,8
Mercedez Benz C class,122974,10000,8
BMW X5,27097,35392,3
Audi A5,49515,33619,3
Mercedez Benz C class,157970,10000,10
Mercedez Benz C class,14358,40819,1
Audi A5,90508,10000,10
Audi A5,70763,10000,5
Mercedez Benz C class,113245,12276,7
Mercedez Benz C class,106941,14456,7
Audi A5,163550,10000,10
Mercedez Benz C class,80432,17630,6
BMW X5,95110,20977,6
Audi A5,109824,10000,10
Audi A5,81377,22574,5
Audi A5,25633,31663,2
Mercedez Benz C class,37370,29187,3
Audi A5,126212,10000,10
BMW X5,171948,10000,10
Audi A5,39204,35560,3
Audi A5,115528,10000,8
Audi A5,15230,40677,1
Mercedez Benz C class,39048,28749,3
BMW X5,10679,33012,1
BMW X5,79984,19919,5
Mercedez Benz C class,13550,42244,1
BMW X5,68208,10000,7
BMW X5,150366,10000,10
Mercedez Benz C class,61674,16100,5
BMW X5,94637,10000,10
BMW X5,33935,31202,3
BMW X5,13670,43898,1
Audi A5,96760,10000,9
Mercedez Benz C class,70623,13249,7
Audi A5,64679,10000,8
BMW X5,28613,34479,3
Mercedez Benz C class,16416,40078,1
BMW X5,18535,40437,2
Audi A5,81558,10000,6
Audi A5,13605,39997,1
Mercedez Benz C class,140523,10000,8
Audi A5,91887,10000,9
Mercedez Benz C class,59529,11252,7
BMW X5,56423,22318,4
Mercedez Benz C class,130015,10000,9
BMW X5,21725,38068,2
Mercedez Benz C class,27114,33687,2
BMW X5,32392,24814,4
Audi A5,78120,10000,7
BMW X5,24550,20145,3
Mercedez Benz C class,72604,21832,5
BMW X5,102754,10000,10
BMW X5,95232,10000,10
Mercedez Benz C class,56777,21105,7
BMW X5,50630,23300,5
BMW X5,52918,13493,6
Mercedez Benz C class,98102,10000,8
Mercedez Benz C class,57167,16881,5
Audi A5,33286,31615,3
BMW X5,139282,10000,8
Mercedez Benz C class,153699,10000,10
Mercedez Benz C class,154640,10000,9
Mercedez Benz C class,47729,24416,3
Mercedez Benz C class,83217,10000,9
Audi A5,24416,38086,2
Mercedez Benz C class,8241,41782,1
Audi A5,9079,37566,1
Mercedez Benz C class,78782,22008,5
BMW X5,108066,10000,9
Mercedez Benz C class,151022,10000,10
Mercedez Benz C class,115352,11417,7
Audi A5,101987,10000,7
Mercedez Benz C class,154553,10000,9
Mercedez Benz C class,83901,10000,8
BMW X5,160078,10000,9
Mercedez Benz C class,17239,33508,2
BMW X5,102517,10000,6
BMW X5,117006,10000,8
Audi A5,41885,28261,3
Mercedez Benz C class,67207,10936,5
BMW X5,116773,10000,10
Mercedez Benz C class,152820,10000,9
Mercedez Benz C class,53230,10965,6
Mercedez Benz C class,55355,17196,4
Audi A5,8446,38303,1
Audi A5,36590,22214,3
BMW X5,17022,37015,2
Mercedez Benz C class,109768,10000,9
Audi A5,119219,10000,8
Mercedez Benz C class,25578,26553,2
Audi A5,8146,41113,1
Mercedez Benz C class,86249,14769,6
BMW X5,71702,15046,5
Audi A5,81023,26349,5
BMW X5,57533,10000,7
BMW X5,16281,29009,2
Audi A5,38064,31799,4
Audi A5,34062,29665,2
Mercedez Benz C class,164061,10000,10
Mercedez Benz C class,82336,15004,5
Audi A5,105161,18816,7
Mercedez Benz C class,115366,10000,7
BMW X5,39260,30528,3
BMW X5,71786,10000,7
Mercedez Benz C class,139948,10000,10
BMW X5,17648,41299,1
Audi A5,107816,10000,9
Audi A5,137417,10000,8
Audi A5,140099,10000,8
Mercedez Benz C class,135396,10000,10
BMW X5,120924,10213,7
BMW X5,16372,34693,1
BMW X5,52055,10000,6
Audi A5,9075,34477,1
BMW X5,44863,34358,3
Mercedez Benz C class,35828,32182,2
BMW X5,69632,10000,6
BMW X5,101071,10000,9
Audi A5,148659,10000,10
Mercedez Benz C class,71588,13520,7
Mercedez Benz C class,106219,10000,6
BMW X5,43914,13345,4
BMW X5,79176,13911,7
Mercedez Benz C class,43965,25341,5
BMW X5,127046,10000,8
Mercedez Benz C class,127086,10000,9
Audi A5,88826,12138,5
BMW X5,101293,10000,8
Mercedez Benz C class,56280,11966,5
Audi A5,48993,23026,3
BMW X5,140370,10000,8
Mercedez Benz C class,106012,10000,9
Audi A5,83371,10000,10
Mercedez Benz C class,59280,11515,7
Audi A5,154239,10000,9
BMW X5,83993,19954,5
Audi A5,118229,10000,7
Audi A5,138086,10000,10
Audi A5,82968,23617,6
Audi A5,138576,10000,10
BMW X5,138063,10000,9
Mercedez Benz C class,107454,10000,8
BMW X5,17039,36688,2
Audi A5,35240,36160,2
Audi A5,133614,10000,9
Audi A5,82321,10000,7
Audi A5,61895,28147,4
BMW X5,160903,10000,10
Audi A5,107313,10000,7
Audi A5,72952,16855,6
Audi A5,106018,10000,6
BMW X5,19102,36230,2
Mercedez Benz C class,119944,10000,8
Mercedez Benz C class,63533,13473,6
Mercedez Benz C class,30134,36124,2
Audi A5,126420,10000,9
Audi A5,60139,10000,7
BMW X5,137867,10000,9
Audi A5,112330,10000,7
BMW X5,11590,31975,1
BMW X5,102221,10000,9
BMW X5,51769,22249,4
BMW X5,13431,44662,1
BMW X5,48035,25651,5
Mercedez Benz C class,90098,10000,8
Audi A5,32895,28600,2
BMW X5,9237,32179,1
Mercedez Benz C class,36947,30621,4
BMW X5,103211,10000,9
Audi A5,16868,29652,1
BMW X5,61649,25931,5
Mercedez Benz C class,157787,10000,10
BMW X5,43351,18894,5
Audi A5,84129,14262,7
BMW X5,22588,37128,2
Audi A5,40639,26507,4
BMW X5,17019,39213,2
BMW X5,40000,24064,3
Mercedez Benz C class,51377,20438,3
Mercedez Benz C class,88505,23302,5
Audi A5,9203,42028,1
Audi A5,57105,10550,7
Audi A5,17221,37862,1
Audi A5,163011,10000,10
Audi A5,170760,10000,10
Audi A5,80937,17451,7
Mercedez Benz C class,106460,12239,7
Audi A5,21176,30835,2
BMW X5,30596,25301,3
Audi A5,36909,14343,4
BMW X5,72147,10000,6
Audi A5,17508,38725,2
BMW X5,35647,24728,4
Mercedez Benz C class,127460,10000,10
BMW X5,35571,40269,2
Audi A5,102164,10000,6
Mercedez Benz C class,12184,44963,1
Mercedez Benz C class,76890,12760,8
Audi A5,143398,10000,10
BMW X5,50532,23866,4
Audi A5,35401,26903,3
Mercedez Benz C class,49415,23391,4
BMW X5,10225,42726,1
Audi A5,67720,10000,8
BMW X5,98647,10000,6
BMW X5,95428,10000,7
Mercedez Benz C class,83836,10000,9
Mercedez Benz C class,74893,14186,6
Mercedez Benz C class,30048,31102,2
BMW X5,109777,10000,9
BMW X5,107687,10000,10
Audi A5,131487,10000,10
BMW X5,60404,23263,6
Audi A5,12189,39056,1
Audi A5,115678,10000,8
BMW X5,62056,22233,5
BMW X5,116595,10000,7
Audi A5,30823,27407,2
Mercedez Benz C class,32420,37648,2
BMW X5,139486,10000,10
BMW X5,99632,10000,7
Audi A5,45628,25695,3
BMW X5,100955,15265,6
Mercedez Benz C class,89455,19188,5
Mercedez Benz C class,38203,29951,3
BMW X5,40645,23056,4
BMW X5,31827,24335,3
Audi A5,80905,10000,10
BMW X5,50151,29049,3
Mercedez Benz C class,75861,18269,5
Mercedez Benz C class,30562,21261,3
Mercedez Benz C class,50495,20672,5
Mercedez Benz C class,37776,23169,4
BMW X5,138815,10000,8
Audi A5,50916,28915,3
Audi A5,11860,43254,1
Mercedez Benz C class,33197,25022,3
Mercedez Benz C class,128954,10000,9
BMW X5,94590,10000,6
Mercedez Benz C class,86289,10000,10
BMW X5,55216,29830,4
BMW X5,156456,10000,9
BMW X5,61091,18022,4
Mercedez Benz C class,89895,10741,6
BMW X5,42831,23128,4
Audi A5,13525,32712,1
Mercedez Benz C class,91657,10000,7
Audi A5,40325,19311,5
Mercedez Benz C class,20117,27949,2
Audi A5,78418,10000,8
Mercedez Benz C class,35520,18705,4
BMW X5,82717,10000,9
Mercedez Benz C class,46855,13742,5
Audi A5,156415,10000,10
BMW X5,76739,10000,8
Audi A5,105583,10000,8
Mercedez Benz C class,69811,14114,6
BMW X5,115428,10000,9
BMW X5,33241,29208,2
Mercedez Benz C class,68476,23689,4
BMW X5,109884,10000,9
Audi A5,108925,10000,7
Audi A5,54690,10919,6
BMW X5,98669,10000,8
Mercedez Benz C class,148025,10000,10
BMW X5,10149,42429,1
BMW X5,66518,16384,4
Mercedez Benz C class,30770,41618,2
Mercedez Benz C class,45071,26576,3
Audi A5,128909,10000,9
Mercedez Benz C class,62228,16777,5
Mercedez Benz C class,32481,29439,4
Audi A5,13610,33263,1
Audi A5,10289,37906,1
Mercedez Benz C class,38323,23276,4
Audi A5,9590,43101,1
Mercedez Benz C class,98874,10000,8
BMW X5,70125,15786,5
Audi A5,58985,18752,5
Mercedez Benz C class,101706,10000,8
BMW X5,36357,18418,3
Mercedez Benz C class,58219,13179,6
Mercedez Benz C class,80872,10000,8
Audi A5,23532,27764,2
Mercedez Benz C class,12497,31401,1
BMW X5,12337,31691,1
Audi A5,55897,14566,6
Mercedez Benz C class,79124,10000,7
Mercedez Benz C class,96030,16593,8
Audi A5,133836,10000,10
Audi A5,15592,39764,1
Mercedez Benz C class,80592,20576,5
BMW X5,80645,12855,6
Mercedez Benz C class,21805,36753,2
BMW X5,41161,35145,3
Mercedez Benz C class,30484,35748,2
Audi A5,150615,10000,10
Audi A5,88122,10000,6
BMW X5,53990,22568,3
BMW X5,100232,10000,9
BMW X5,79222,10000,8
BMW X5,45878,20290,4
Audi A5,12671,44889,1
Audi A5,49764,24574,4
Audi A5,41410,31154,3
BMW X5,170120,10000,10
BMW X5,100119,10000,7
BMW X5,152033,10000,9
Audi A5,125558,10000,7
Audi A5,176243,10000,10
BMW X5,17450,44826,1
Audi A5,127487,10000,10
Mercedez Benz C class,51118,25355,5
Mercedez Benz C class,73500,17152,7
Mercedez Benz C class,135897,10000,10
Audi A5,33907,22046,4
BMW X5,91419,10000,8
BMW X5,57059,19183,5
Audi A5,97452,12800,10
Mercedez Benz C class,144295,10000,9
BMW X5,81142,10000,10
Mercedez Benz C class,85992,10000,10
Mercedez Benz C class,67711,12722,5
BMW X5,61867,10728,7
Mercedez Benz C class,89015,10000,9
Mercedez Benz C class,64381,30980,4
Audi A5,111736,10000,8
BMW X5,30467,38574,2
Audi A5,52184,31654,3
Mercedez Benz C class,148897,10000,10
Mercedez Benz C class,88625,22225,5
Mercedez Benz C class,59511,22053,4
BMW X5,149699,10000,9
Mercedez Benz C class,88034,10000,9
BMW X5,95552,10000,7
BMW X5,11368,42925,1
BMW X5,52307,30277,4
Audi A5,83578,13871,6
Audi A5,81463,15995,5
Mercedez Benz C class,89531,10000,7
Audi A5,72353,10000,8
Audi A5,74998,10000,9
BMW X5,36554,16737,4
Audi A5,87068,10000,7
BMW X5,17079,30433,2
Mercedez Benz C class,42192,29049,4
BMW X5,109868,10000,10
Audi A5,67054,10000,7
Audi A5,156156,10000,10
Mercedez Benz C class,113275,10000,8
BMW X5,43855,28599,4
Mercedez Benz C class,13428,39783,1
Audi A5,53367,11192,6
Mercedez Benz C class,78136,10000,9
BMW X5,99552,10000,8
BMW X5,26748,37054,3
Mercedez Benz C class,165051,10000,10
Audi A5,23489,37785,2
Mercedez Benz C class,71867,14249,7
Mercedez Benz C class,11632,34228,1
BMW X5,9481,39496,1
Mercedez Benz C class,39558,26136,3
Audi A5,24990,28253,2
Mercedez Benz C class,85127,10000,7
Audi A5,37056,21174,4
Mercedez Benz C class,155109,10000,10
Mercedez Benz C class,92581,10000,9
Audi A5,17024,42201,1
BMW X5,133600,10000,9
BMW X5,142828,10000,9
Mercedez Benz C class,68989,10000,8
Audi A5,126591,10000,8
Audi A5,58249,10394,7
Audi A5,135542,10000,8
BMW X5,52110,20350,4
Audi A5,146212,10000,9
Audi A5,16680,36618,1
Mercedez Benz C class,34409,34969,2
Audi A5,64261,24947,4
Audi A5,44178,27797,4
Audi A5,36413,28695,4
BMW X5,42157,20691,4
BMW X5,101859,10000,6
BMW X5,63841,20540,4
BMW X5,38976,21391,4
BMW X5,67494,10000,6
BMW X5,106161,10000,8
Mercedez Benz C class,99790,13218,6
Audi A5,13617,41914,1
BMW X5,41155,29245,3
Audi A5,142096,10000,8
BMW X5,29407,26216,2
BMW X5,75397,15447,6
Mercedez Benz C class,27089,37915,2
BMW X5,60578,16896,4
BMW X5,135195,10000,8
Audi A5,107256,10000,8
Mercedez Benz C class,24379,24204,3
Mercedez Benz C class,126927,10000,10
Mercedez Benz C class,139391,10000,9
BMW X5,68261,18054,5
BMW X5,57252,10522,6
Audi A5,15067,38422,1
Mercedez Benz C class,142694,10000,9
Audi A5,54041,14512,4
BMW X5,72778,14057,6
Mercedez Benz C class,100871,10000,8
Audi A5,8696,44935,1
Mercedez Benz C class,26575,23101,3
Audi A5,92728,10000,9
Mercedez Benz C class,47305,13256,5
BMW X5,150954,10000,10
BMW X5,81076,10000,10
BMW X5,146336,10000,9
Audi A5,95695,10000,6
Audi A5,87645,10000,9
Mercedez Benz C class,16351,35018,1
Mercedez Benz C class,51082,33075,3
Mercedez Benz C class,122577,10000,8
BMW X5,13656,42220,1
BMW X5,71271,10000,5
Audi A5,12970,36707,1
BMW X5,25936,32731,2
BMW X5,94934,14980,6
Audi A5,86488,10000,8
Mercedez Benz C class,168057,10000,10
Audi A5,73088,10000,7
Audi A5,62249,16745,4
Mercedez Benz C class,82563,10000,7
Mercedez Benz C class,112037,10388,7
BMW X5,16353,31663,1
BMW X5,25727,28359,2
Audi A5,45714,18647,4
Audi A5,88142,14719,8
Mercedez Benz C class,70998,10000,5
BMW X5,125038,10000,7
Mercedez Benz C class,33717,21521,4
Audi A5,82564,10000,9
Audi A5,133621,10000,8
Audi A5,59481,20923,6
BMW X5,72723,11775,9
BMW X5,54472,10000,6
Mercedez Benz C class,9660,42742,1
Audi A5,67805,14055,7
Mercedez Benz C class,63322,10000,7
BMW X5,13952,43665,1
Audi A5,53162,23145,4
Mercedez Benz C class,43079,23494,3
Audi A5,14256,46229,1
Audi A5,124142,10000,9
Audi A5,58796,10884,6
BMW X5,57436,30039,4
Audi A5,40080,33361,3
Audi A5,108201,10000,7
Audi A5,29210,25389,2
Audi A5,81356,10000,10
Mercedez Benz C class,114448,10000,10
BMW X5,17328,36557,1
Audi A5,148891,10000,9
Mercedez Benz C class,53284,26013,5
BMW X5,138837,10000,8
Mercedez Benz C class,52528,13151,4
Mercedez Benz C class,69606,18710,5
Audi A5,99307,11862,6
BMW X5,33701,30179,2
Audi A5,22886,36066,2
Mercedez Benz C class,150802,10000,10
BMW X5,50893,28321,3
BMW X5,161824,10000,9
Audi A5,25721,26302,2
Mercedez Benz C class,109979,10000,10
BMW X5,42914,16081,5
Audi A5,61034,20841,6
Mercedez Benz C class,116159,10000,8
Audi A5,90986,10000,8
Audi A5,48701,10000,6
BMW X5,115976,19614,7
Mercedez Benz C class,125281,10000,7
Mercedez Benz C class,113269,14332,7
Mercedez Benz C class,123918,10000,9
Mercedez Benz C class,128089,10000,10
Mercedez Benz C class,59260,21639,5
BMW X5,93386,10000,8
Audi A5,160444,10000,9
Audi A5,75704,18532,8
BMW X5,94948,10000,7
BMW X5,35614,28863,4
Mercedez Benz C class,26891,31131,3
BMW X5,106247,10753,6
Audi A5,109293,10000,10
BMW X5,59808,22140,4
BMW X5,94240,10000,7
BMW X5,14351,35421,1
BMW X5,9068,38550,1
BMW X5,66957,20430,6
Audi A5,52597,22843,3
Audi A5,78952,12829,6
BMW X5,134829,10000,9
Audi A5,126693,10000,8
Mercedez Benz C class,24207,29970,3
BMW X5,11536,34878,1
BMW X5,65489,10000,8
BMW X5,32301,27709,4
Mercedez Benz C class,11559,35238,1
Mercedez Benz C class,9927,36428,1
BMW X5,81368,10000,5
Mercedez Benz C class,105313,10000,7
Audi A5,34316,28649,2
BMW X5,46335,18392,5
Mercedez Benz C class,57838,21270,5
BMW X5,76889,10000,6
Mercedez Benz C class,80145,10000,6
BMW X5,56467,29195,4
Audi A5,32691,37146,2
Mercedez Benz C class,43926,14720,5
Mercedez Benz C class,88342,10000,8
BMW X5,105627,10000,6
Mercedez Benz C class,16261,45125,1
BMW X5,98787,11005,7
Mercedez Benz C class,11013,36590,1
Audi A5,93894,11325,7
BMW X5,58725,29130,4
BMW X5,104676,10000,7
BMW X5,111053,16207,7
BMW X5,69452,14125,7
Audi A5,79187,10000,8
Mercedez Benz C class,152904,10000,10
BMW X5,11710,42982,1
Audi A5,101068,10000,8
BMW X5,34687,24180,4
Audi A5,157813,10000,9
BMW X5,147736,10000,10
Mercedez Benz C class,79611,23726,5
Audi A5,79137,14460,7
BMW X5,172335,10000,10
BMW X5,22522,32383,2
BMW X5,37176,32501,3
Audi A5,46735,21284,3
BMW X5,71649,10000,7
Mercedez Benz C class,15728,43554,1
BMW X5,9184,37167,1
BMW X5,25921,29674,3
BMW X5,103253,10000,6
Mercedez Benz C class,51111,32022,3
Mercedez Benz C class,109887,12532,7
Audi A5,8202,43352,1
BMW X5,39933,27895,3
Audi A5,164894,10000,10
BMW X5,153632,10000,9
Mercedez Benz C class,42771,32459,3
Audi A5,15504,40425,1
Mercedez Benz C class,140897,10000,8
Audi A5,9376,43272,1
BMW X5,93037,10000,9
Audi A5,80976,10000,6
Mercedez Benz C class,22528,37915,2
BMW X5,55582,31678,4
BMW X5,11666,39700,1
BMW X5,79918,18403,6
Audi A5,21082,30315,2
Mercedez Benz C class,127190,10000,9
Audi A5,56395,10000,6
BMW X5,102848,10000,8
Audi A5,174863,10000,10
Audi A5,130138,10000,10
Mercedez Benz C class,21931,28331,2
Mercedez Benz C class,33252,25881,2
Mercedez Benz C class,88152,10000,10
BMW X5,57973,30134,4
Mercedez Benz C class,45310,35633,3
Mercedez Benz C class,60458,19495,5
Mercedez Benz C class,21415,29644,2
BMW X5,135128,10000,10
Mercedez Benz C class,36238,27909,4
BMW X5,51045,10000,6
Audi A5,156906,10000,9
Audi A5,40680,27829,3
BMW X5,64258,10000,8
Mercedez Benz C class,18984,29480,2
Mercedez Benz C class,125807,10000,10
BMW X5,104450,10000,7
BMW X5,46497,20374,4
Audi A5,17641,34249,1
Mercedez Benz C class,138994,10000,9
Audi A5,123675,10000,8
Mercedez Benz C class,89477,16938,6
Mercedez Benz C class,32701,28017,2
Audi A5,10134,38742,1
Mercedez Benz C class,10972,41067,1
BMW X5,77196,22334,5
Audi A5,126707,10000,8
Mercedez Benz C class,160557,10000,10
Mercedez Benz C class,82703,10000,6
Mercedez Benz C class,15316,45357,1
Audi A5,159781,10000,10
Audi A5,155865,10000,9
Audi A5,104000,10000,8
BMW X5,94704,10000,6
Audi A5,103200,10000,10
Mercedez Benz C class,119997,10000,9
Mercedez Benz C class,12857,40369,1
Mercedez Benz C class,22092,29152,2
Mercedez Benz C class,12000,38803,1
BMW X5,114733,10000,10
Audi A5,84683,18653,5
Audi A5,11831,36717,1
Mercedez Benz C class,21014,26054,2
Mercedez Benz C class,76343,10000,7
Mercedez Benz C class,48245,20828,3
BMW X5,34262,28630,3
BMW X5,37243,15497,4
Audi A5,76712,10000,6
BMW X5,87788,17724,7
Mercedez Benz C class,39047,30623,3
Mercedez Benz C class,26889,29162,2
Mercedez Benz C class,72961,10000,7
BMW X5,28423,36969,2
Audi A5,81007,10000,7
Mercedez Benz C class,110269,10000,9
Audi A5,82075,10000,8
Audi A5,91985,10000,6
BMW X5,82436,10000,6
Audi A5,15361,40746,1
Mercedez Benz C class,135186,11525,8
Mercedez Benz C class,124635,10000,10
Mercedez Benz C class,113715,10000,8
Audi A5,64780,20546,5
Audi A5,97281,10000,7
BMW X5,63606,15451,4
BMW X5,41191,27772,5
Mercedez Benz C class,8519,35563,1
BMW X5,68890,16317,6
Audi A5,48159,33256,3
Audi A5,111539,10000,10
Audi A5,67803,28737,5
Mercedez Benz C class,16659,36689,1
Mercedez Benz C class,160428,10000,10
Audi A5,171799,10000,10
BMW X5,44955,19406,4
Audi A5,125779,10000,7
BMW X5,20199,25818,2
Mercedez Benz C class,26710,26658,2
Audi A5,118176,10000,7
Mercedez Benz C class,11611,41701,1
BMW X5,119301,10000,10
Mercedez Benz C class,68344,10000,8
Audi A5,92424,10000,8
Mercedez Benz C class,98602,11676,6
BMW X5,51237,29736,4
Mercedez Benz C class,62597,21231,4
BMW X5,33872,33398,2
Mercedez Benz C class,59056,12755,5
Audi A5,13823,41183,1
BMW X5,88147,10000,9
Mercedez Benz C class,91476,13064,6
Mercedez Benz C class,77008,15679,6
BMW X5,72396,10000,8
Mercedez Benz C class,88871,10000,6
Mercedez Benz C class,12083,31352,1
BMW X5,94904,10000,8
Audi A5,56758,10000,7
Audi A5,120239,10000,10
Audi A5,30655,25565,2
BMW X5,77348,16019,5
Mercedez Benz C class,24867,26761,2
Mercedez Benz C class,24833,28586,3
BMW X5,84670,10000,9
Mercedez Benz C class,9892,33178,1
BMW X5,53136,15956,4
Audi A5,117146,10000,10
Audi A5,102260,20352,6
BMW X5,55335,19400,6
BMW X5,28813,28821,2
BMW X5,16429,35944,1
BMW X5,67190,23309,4
Audi A5,61560,19105,5
BMW X5,41347,26164,4
BMW X5,47117,23165,4
Audi A5,39386,29591,3
Mercedez Benz C class,38446,19345,4
Mercedez Benz C class,61991,10000,7
Mercedez Benz C class,102258,10000,8
BMW X5,42179,30890,3
BMW X5,37784,31252,3
BMW X5,101430,11466,8
BMW X5,97828,10000,8
Mercedez Benz C class,53265,21532,5
Mercedez Benz C class,18283,28639,2
Audi A5,75619,18903,8
Audi A5,46200,21579,4
Mercedez Benz C class,14735,38031,1
Audi A5,18033,33810,2
Mercedez Benz C class,46333,21946,3
Audi A5,129060,10000,8
Mercedez Benz C class,48468,23967,4
Audi A5,100048,10000,10
Audi A5,47358,15589,5
Mercedez Benz C class,98436,10000,8
BMW X5,152944,10000,9
Mercedez Benz C class,65057,21251,4
BMW X5,66179,15127,5
BMW X5,44476,29865,4
Audi A5,11060,35974,1
BMW X5,83820,23027,7
BMW X5,84314,24535,5
BMW X5,124761,10000,7
BMW X5,47108,12188,5
Mercedez Benz C class,84447,17010,6
Audi A5,48699,14788,4
Mercedez Benz C class,32003,27587,2
BMW X5,52342,10000,6
BMW X5,165008,10000,10
BMW X5,124053,10000,7
BMW X5,77331,17345,6
BMW X5,137338,10000,9
Mercedez Benz C class,171145,10000,10
Mercedez Benz C class,28848,30802,2
Audi A5,59130,17049,5
BMW X5,65289,16686,5
BMW X5,67958,26241,4
Audi A5,99292,10000,8
BMW X5,74902,10000,7
Audi A5,89597,19440,6
BMW X5,75543,10000,8
Mercedez Benz C class,45980,17727,4
BMW X5,51962,32064,3
BMW X5,74977,23295,5
Audi A5,35360,27971,3
Mercedez Benz C class,83959,10000,8
Audi A5,35792,24728,4
Mercedez Benz C class,110992,10000,9
Audi A5,97966,10000,7
BMW X5,43803,12876,5
BMW X5,142406,10000,10
BMW X5,115984,10000,8
Mercedez Benz C class,67205,10000,6
BMW X5,105812,10000,7
Mercedez Benz C class,71407,21091,5
Audi A5,71169,29025,4
Mercedez Benz C class,56278,28455,4
Audi A5,17232,34456,1
Audi A5,55466,27487,5
Mercedez Benz C class,153726,10000,10
BMW X5,51252,17417,6
Mercedez Benz C class,67083,22887,5
Audi A5,70739,10000,7
Audi A5,89190,17118,6
Mercedez Benz C class,72527,10000,7
Audi A5,69703,10000,6
Audi A5,58222,12719,6
BMW X5,30196,24627,2
Mercedez Benz C class,87488,10000,8
Mercedez Benz C class,8131,39206,1
BMW X5,30566,30856,2
